Job Title,Company Name,Company Location,Job Type,Posted date,Experience,Requirements
Microsoft Dynamics AX/365 Technical Consultant,Confidential,"Jeddah, Saudi Arabia",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Dynamics AX · ERP · Dynamics · Microsoft Dynamics · Microsoft Dynamics AX Computer Science · Consulting
Work From Home Data Entry Assistant,Maastricht Moet Je Horen!,"Riyadh, Saudi Arabia",Full Time,2024-08-18,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
Work Remotely - Data Entry Clerk (Part Time),Pro Player Baseball Instruction,"Riyadh, Saudi Arabia",Full Time,2024-08-20,Not specified,Customer Service/Support · Operations/Management · Marketing/PR/Advertising · Customer Service · Customer Support · English · Management · Arabic Computer Science · E-commerce
Work From Home Data Entry Assistant,AllWebsites.be,"Riyadh, Saudi Arabia",Full Time,2024-08-18,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
IT Team Lead,Döhler Group,"6th of October, Giza, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · CCNA · computer Computer Science · Information Technology (IT) · Leadership skills · SAP · Technology · Leadership · English
Senior Data Center Engineer - Hyper Converged Implementation,IT Dynamics Integrated Solutions,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Data Center · hyper converged · Vmware · Hyper-V · DevOps · Storage · Servers
Work From Home Data Entry Assistant (Entry Level),Coffee News of Durham-RTP and Morrisville,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
Full-Time/Part-Time Remote Data Entry Clerk,Coffee News of Durham-RTP and Morrisville,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical computer science · information technology (it) · computer engineering · python data entry · microsoft office · communication skills
Part-Time Remote Data Entry Position,Coffee News of Durham-RTP and Morrisville,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) computer science · customer service · computer engineering · microsoft office data entry · software
Remote Data Entry Work (Entry Level),"MAN, Technology, Environment","Dubai, United Arab Emirates",Full Time,2024-08-17,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · microsoft office · administration data entry · communication skills · management
Data Analyst,Confidential,"Qalyub, Qalubia, Egypt",Full Time,2024-09-14,Experienced,Accounting/Finance · Analyst/Research · Analyst · Analysis Data Analysis Data Analyst · analytical
Full Stack Developer,"N of 1, Inc.","Los Angeles, United States",Freelance / Project,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · MongoDB · React · JavaScript · node.js · Angular Computer Science · front-end · Information Technology (IT)
Data Analyst,Truelancer.com,"Riyadh, Saudi Arabia",Full Time,2024-08-16,Entry Level,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology Data Analysis · Analysis Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel
Fully Remote Data Entry Role – Part Time,gasmGIRL,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical computer science · information technology (it) · computer engineering · project management · software · microsoft office · management
Work From Home Data Entry Assistant,NewPower Coaching & Consulting Firm,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
Work From Home Data Entry Assistant,gasmGIRL,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
Remote - Data Entry Jobs (Part/Full Time),Silver Champion d.o.o. Sarajevo,"Riyadh, Saudi Arabia",Full Time,2024-08-18,Not specified,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · Engineering · Installation · Software Engineering · Computer Engineering
Senior Full Stack Developer,Ibn Sina Pharma,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Angular Computer Science · React · HTML · .Net · Node.js · CSS · JavaScript
Work From Home Data Entry Assistant,The Sensitive Epicure,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
Microsoft Dynamics AX/365 Finance and Project Accounting Consultant,Confidential,"Jeddah, Saudi Arabia",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Ax · Dynamics AX · Finance · Accounting · Dynamics 365 · ERP Computer Science · Dynamics
Fully Remote Data Entry Role – Part Time,The Sensitive Epicure,"Riyadh, Saudi Arabia",Full Time,2024-08-16,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical computer science · information technology (it) · computer engineering · project management · software · microsoft office · management
Data Analyst-,PayTech Group,"Dubai, United Arab Emirates",Full Time,2024-08-16,Not specified,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology Data Analysis · Analysis Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel
Senior Laravel Backend Developer,EL KHETA,"San Stefano, Alexandria, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · senior laravel backend developer · Laravel · backend developer · Vue.js · GraphQL · php · MVC · SQL · Git
Odoo Functional Consultant,Informatique Education,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Analysis · Accounting Computer Science · Consulting · ERP · Information Technology (IT) · IT
Remote - Data Entry Jobs (Part/Full Time),AllWebsites.be,"Riyadh, Saudi Arabia",Full Time,2024-08-18,Not specified,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · Engineering · Installation · Software Engineering · Computer Engineering
Cybersecurity Presales Engineer,Alkan CIT,"Mokattam, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · Cybersecurity · Engineering · Information Technology (IT) · Presales Computer Science
Senior MERN Developer,Capital Numbers Infotech Limited,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · React · React.js · Node.js · MERN · MongoDB · MySQL · Typescript · next
Work-From-Home Data Entry Positions,Charlotte PA,"Dubai, United Arab Emirates",Full Time,2024-08-15,Not specified,IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · microsoft office · information technology (it) · sales computer science data entry · communication skills · management
Odoo Developer,Yodawy Med,"Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Design · Git · HTML · Information Technology (IT) · JavaScript · Odoo · ORM
Work From Home Data Entry Assistant,3Vistas Comunicação,"Riyadh, Saudi Arabia",Full Time,2024-09-14,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · social media
Data Entry Role – Fully Remote,Nederlandse WingTsun Organisatie,"Riyadh, Saudi Arabia",Full Time,2024-09-14,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · computer engineering · customer service · management data entry · communication skills
Remote - Data Entry Jobs (Part/Full Time),The Sensitive Epicure,"Riyadh, Saudi Arabia",Full Time,2024-08-17,Not specified,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · Engineering · Installation · Software Engineering · Computer Engineering
Oracle Apps Developer,EPP,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Oracle SQL and PL/SQL · OAF · Information Technology (IT) · PL/SQL · Oracle Forms · Oracle · Software Development · SQL
"Deputy Manager, Hosting and Data Security",ALSAYER Holding,"Kuwait City, Kuwait",Full Time,2024-08-15,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · engineering · software development · english · management · security
Senior PHP Developer,Wakeb Data,"Giza, Egypt",Full Time,2024-09-14,Experienced,Business Development · IT/Software Development · Engineering - Telecom/Technology · Agile · PHP Computer Science · Software Engineering · Laravel · Information Technology (IT) · Software Development
DAZU - React Frontend Developer,Bright Creations,"Smart Village, Giza, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Sass · JavaScript · CSS · UI · Frontend · HTML5 · Software Development · Vue.js
DAZU Pay - Python Developer (FinTech),Bright Creations,"Smart Village, Giza, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Python · Django · Flask · Python Scripting · Web Scraping · WWeb Scraping · CI Computer Science
Backend Developer (Laravel),Bright Creations,"Smart Village, Giza, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Engineering · APIs · Laravel · PHP · Back-End Development · Full Stack Development Computer Science · Information Technology (IT)
Senior Android Developer,Softxpert Incorporation,"Alexandria, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Agile · Android Computer Science · Git · Information Technology (IT) · MVC · Software · Java · Software Engineering
Remote - Data Entry Jobs (Part/Full Time),I-Move Institute (Life Coaching Organization),"Riyadh, Saudi Arabia",Full Time,2024-08-16,Not specified,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) Computer Science · Software Development · Engineering · Installation · Software Engineering · Computer Engineering
IT Specialist,Massachusetts,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer Computer Science · Information Technology (IT) · IT · technical · Communication · Technical Support
Senior Software Tester,intrazero,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Quality Control · Software Development · Information Technology (IT) · Mobile Testing · Security Testing Computer Science
Integration Specialist,Confidential,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Information Technology (IT) · Integration · Java · JSON · ETL · Programming · JavaScript
Senior Blockchain Developer,eVision,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development Computer Science · Information Technology (IT) · Programming
Senior Business Analyst,Confidential,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Business Analysis · Information Technology (IT) Computer Science · Analysis · Software · Business Development
Machine Learning Engineer,Citylogix ME,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering · Deep Learning Computer Science · Programming · Python · TensorFlow · PyTorch Data visualization
Network Administrator,Cairoscan,"Mohandessin, Giza, Egypt",Full Time,2024-09-14,Experienced,Hospitality/Hotels/Food Services · IT/Software Development · Engineering - Telecom/Technology · Engineering · network · network administrator · Network Administration · Information Technology (IT) Computer Science
SAP ABAP Consultant,DeltA maser,"Beheira, Egypt",Full Time,2024-09-14,Experienced,Banking · IT/Software Development · Engineering - Telecom/Technology · Analysis · business · ABAP Computer Science · Information Technology (IT) · SAP · SAP ABAP
Medical reviewer,LMS,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,Medical/Healthcare · Medical Pharmaceutical Science
IT Specialist,Confidential,"Obour City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development Computer Science · Information Technology (IT) · Installation · computer · Technical Support
Sr. Configuration Engineer,COLAS RAIL Egypt,"Sheraton, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Computer Engineering · Engineering
Export Sales Manager - Chemical Industry,Confidential,"6th of October, Giza, Egypt",Full Time,2024-09-14,Manager,Customer Service/Support · Operations/Management · Sales/Retail · CRM · Customer Service · Negotiation · Sales Science · Marketing · Communication
Wordpress Developer,Confidential,"Sheraton, Cairo, Egypt",Full Time,2024-09-14,Experienced,Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · backend · HTML · JavaScript · MySQL · PHP · SEO · WordPress
Senior C# Developer - DevExpress Experience,xTools,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · C# · Git · DevExpress · Agile · Software Development · Development Computer Science · Communication skills
Product Manager,Tenjaz,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development Computer Science · Engineering · Product · Product Management · Software Development
IT MANAGER,BELLA DONNA FOR KITTING AND READY MADE GARMENTS,"Faisal, Giza, Egypt",Full Time,2024-09-14,Experienced,Sales/Retail · computer Computer Science · Information Technology (IT) · IT · Information technology
Regional Manager,Adamco Pharm,"Giza, Egypt",Full Time,2024-09-14,Senior Management,Operations/Management · Regional Manager · MEDICINE · Sales · sales skills · Regional · Sales Target Science · Vet · Management
Senior AI Engineer,Lumin,"Sheikh Zayed, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · AI · Artificial Intelligence · Computer Vision · Machine Learning · TensorFlow · Python Computer Science · Programming · PyTorch
IT Technical Support Specialist,Egyptian German Automotive,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Communication skills · Information Technology (IT) · IT · Networks Computer Science · Networking · Software · Technical Support
IT Demand & Delivery - DWH Manager,MOBILY INFOTECH LTD INDIA,"Cairo, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Engineering - Telecom/Technology · PL/SQL · Teradata · Telecom · SQL · technical · Telecommunication Computer Science · Communication skills
Senior Oracle Techno-Functional Consultant (SCM/MFG Discrete),idaco,"Giza, Giza, Egypt",Full Time,2024-09-14,Experienced,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Oracle · SCM · Techno-Functional Consultant Computer Science · Oracle E-Business Suite · Oracle e-Business · Information Technology (IT)
IT Specialist,Giza Power Industry,"Abu Rawash, Giza, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Manufacturing/Production · Information Technology (IT) Computer Science · IT · IT Specialist · specialist · Installation · Technical Support
Senior Production Engineer (Metal Manufacturing),Outservingplus,"Giza, Egypt",Full Time,2024-09-14,Experienced,Manufacturing/Production · Engineering - Mechanical/Electrical · Analysis Computer Science · Engineering · Information Technology (IT) · Management · Manufacturing · Mechanical · Production
Microbiologist Quality Control,Atco Pharma For Pharmaceutical Industries,"Monufya, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Manufacturing/Production · Quality · quality · Microbiologist · Quality Control Sciences · Pharmaceutical · Microbiology
IT Specialist,FiveM Waste Management,"Abu Dhabi, United Arab Emirates",Full Time,2024-09-14,Experienced,IT/Software Development · Information Technology (IT) · Networks · ERP · IT · Software · Troubleshooting · Technical Support · computer · Computer Hardware
RPA Developer,alfanar,"Sheraton, Cairo, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · English · Information Technology (IT) Computer Science · RPA · Software Development · uipath · Programming
Senior Technical Operation Engineer,Cashcall,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Project/Program Management · Analyst/Research Computer Science · Engineering · Information Technology (IT) · Networking · Operations · SQL · Linux
System Administrator,Danat Travels,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Software · Communication · computer Computer Science · Databases · Help desk · Information technology
Senior Android Developer,Sarmady,"Mohandessin, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Java · Kotlin · jetpack · MVVM · MVP · MVC · Software Development · Android
Full Stack Developer,Al Shabab Al Tamoheen,"Jeddah, Saudi Arabia",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · JavaScript · Full Stack · Angular Computer Science · CSS · HTML · Information Technology (IT) · Java
IT System Engineer,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · computer · Information Technology (IT) · Microsoft Science · MCSE
Senior Production Engineer,Outservingplus,"Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical Computer Science · engineer · Engineering · Analysis · Information Technology (IT) · Management · Manufacturing
Research And Development Pharmacist,MedicZone,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Analyst/Research · Pharmaceutical · Business Development · Communication skills Data Analysis · Pharmaceutical · Pharmacy · Analysis · Communication
IT Executive- Cairo and Alex,Confidential,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Entry Level,Installation/Maintenance/Repair Computer Science · Hardware · Information Technology (IT) · English · computer · Communication · IT · Software
R&D Specialist,Zeta Pharma,"Alsadat City, Monufya, Egypt",Full Time,2024-09-14,Entry Level,R&D/Science · Pharmaceutical · R&D Science · Pharmaceutical · Research
Devops Engineer,National Technology,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · CI/CD Computer Science · DevOps · Docker · Engineering
System Administrator,RDI,"Dokki, Giza, Egypt",Full Time,2024-09-14,Entry Level,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Network Administration · Information Technology (IT) · Networking · Linux · CCNA · CCNP · System Administration
Django Developer,Confidential,"Sheikh Zayed, Giza, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Django · Python · Back-End Development · Amazon AWS Computer Science · Engineering · CSS · Git
IT Specialist,Tatas,"Abdeen, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Information Technology (IT) · IT Specialist · IT
Senior Network Engineer,Egypt University of Informatics (EUI),"New Capital, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development Computer Science · Engineering · Information Technology (IT)
Senior Mobile Developer,Techsa,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Documentation · front-end · Mobile · Problem Solving · Software · Software Engineering · Flutter
"Senior Front-end developer ""Vue js """,Dubai Cairo Sanafi,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · front-end Computer Science · JavaScript · Vue.js · Front-End Developer · Software Development · PHP · MySQL
Senior React Native Developer,TechJump,"Alexandria, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Development Computer Science · Information Technology (IT) · React Native · Software Development · Mobile Development
Information Processor – Legal Document Management,StriveNest,"Kuwait City, Kuwait",Full Time,2024-09-04,Entry Level,Administration · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · microsoft office · engineering · software · management · quality
Technical Support / Application Support Engineer,eVision,"New Cairo, Cairo, Egypt",Full Time,2024-09-14,Entry Level,IT/Software Development · Engineering - Telecom/Technology Computer Science · SQL · Oracle · Microsoft SQL · Networking · Application Security · Computer Engineering · Technical Support
CTO,Dubai Cairo Sanafi,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Senior Management,IT/Software Development · Engineering - Telecom/Technology · Software Development · Automation Testing · RESTful APIs · Project Management · CTO Computer Science · Information Technology (IT) · PHP
Software Engineering Manager,Nacita,"Giza, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · DevOps Computer Science · Information Technology (IT) · Kubernetes · NodeJS · Software · Software Development · Engineering · computer
Senior Accountant,Data Science,"Hadayek October, Giza, Egypt",Full Time,2024-09-14,Experienced,Accounting/Finance · Administration · Accounting · Accounting Software Data Entry · excel · Finance · Financial Management · Microsoft Excel · Financial Analysis
Senior UX/UI Designer,Dimofinf Operations Center,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology Computer Science · Design · front-end · HTML5 · Information Technology (IT) · JavaScript · photoshop
Information Processor – Legal Document Management,TalentFusion Solutions,"Kuwait City, Kuwait",Full Time,2024-09-01,Entry Level,Administration · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · microsoft office · engineering · software · management · quality
Network And System Administrator,Mazzika Group,"Dokki, Giza, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology Computer Science · Information Technology (IT) · network · Networking · Software · Security · MCSE
Senior PHP Laravel Developer,kafiil,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development Computer Science · PHP · Laravel Framework · Laravel PHP · Back-End Development · RESTful APIs · RESTful API · Git · Github
Senior Network Security Engineer,data exploration technology,"Mokattam, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering Computer Science · Engineering · Fortinet · Firewall · Information Technology (IT) · IT
PMO Specialist,Kana Group,"Kuwait City, Kuwait",Full Time,2024-08-27,Entry Level,IT/Software Development · Project/Program Management · Engineering - Telecom/Technology Computer Science · PMO · Project Management · Commerce · Computer Engineering · Information Technology (IT) · Microsoft Office
R D Manager,Confidential,"Gharbia, Egypt",Full Time,2024-09-14,Manager,R&D/Science · Manufacturing/Production · Pharmaceutical · Chemical · Chemistry · Chemical Engineering · Cosmetics · R&D Science · Pharmacy
IT Specialist,GLOBAL AUTO,"Obour City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer Computer Science · Information Technology (IT) · Installation · Software · Technical Support · server
Junior Analyst - Real Estate,KitchenPark,"Riyadh, Saudi Arabia",Full Time,2024-08-24,Experienced,Accounting/Finance · IT/Software Development · Analyst/Research · Analysis · Computer Skills Data Analysis · Financial Analysis · Microsoft Office · Accounting · Microsoft Excel
QHSE Manager,Genedy Group Construction,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Manager,Engineering - Construction/Civil/Architecture · Quality · Engineering - Other · Engineering · Quality Assurance · ISO Data Analysis · Leadership · HSE · QHSE management
Quality Control Specialist,Nile Wood,"Giza, Egypt",Full Time,2024-09-14,Experienced,Manufacturing/Production · Quality · Control · Quality Management · Management · Manufacturing · Quality Control · Testing · Six Sigma · QMS
Software Engineer,R.D.T Sports Equipment Trading EST,"Alexandria, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · ERP · Software · Software Development Computer Science · Engineering · CSS · Information Technology (IT) · Programming
Senior Full Stack Java Developer,MTS-IT,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · SQL · J2EE · JSP · JSF · Software Development · Web Development Computer Science · Information Technology (IT)
Senior .NET Developer,Dynamicslink,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · .Net Computer Science · Information Technology (IT) · ERP Science · Software Development · Software Engineering · NET
IT System Administrator,GLOBAL AUTO,"Obour City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Administrator · IT system · Information Technology (IT) Computer Science · IT · System administrator · Computer Engineering
Entry-Level Remote Administrative Clerk,S3WM :: web media + design,"Dubai, United Arab Emirates",Full Time,2024-08-21,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · administration · information technology (it) · microsoft office computer science data entry · communication skills · management
Senior Network Manager,Teleperformance Egypt,"Katameya, Cairo, Egypt",Full Time,2024-09-14,Manager,IT/Software Development · Engineering - Telecom/Technology · Cisco · CCNP · Computer Engineering Computer Science · Engineering · English · Information Technology (IT) · Network
Business Analyst,egabi solutions,"Sheraton, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · business · Analyst · Business Analysis Computer Science · Engineering · Information Technology (IT) · Software · Software Development · Business Analyst
ERP Application Consultant,Rednet It Services,"Cairo, Egypt",Full Time,2024-09-14,Experienced,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · ERP · Accounting · Microsoft SQL Server · C#.Net · Software Development · Software Engineering
Digital Data Specialist,TalentFusion Solutions,"Kuwait City, Kuwait",Full Time,2024-08-17,Entry Level,Administration · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Digital Marketing · E-marketing · Media · SEO · Online Marketing
IT Quality Assurance,INDEVCO,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology Computer Science · English · Information Technology (IT) · ISO · Microsoft Office · Quality Assurance · quality
System Administrator,Talaat Moustafa Group,"Dokki, Giza, Egypt",Full Time,2024-09-14,Experienced,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Communication · Communication skills Computer Science · Documentation · English · Information Technology (IT)
Senior IT Specialist,solo sauce,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Information technology · Support · Help desk · Software Computer Science · CRM · Technology
QA EDA Specialist,Rameda,"6th of October, Giza, Egypt",Full Time,2024-09-14,Experienced,R&D/Science · Quality · Pharmaceutical · Quality · Quality Assurance · Quality Control · Medical · Healthcare · Pharmaceutical · Sterile Area
UI UX Designer,RTR Software Solutions,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,Creative/Design/Art · IT/Software Development · Design Computer Science · HTML5 · front-end · CSS3 · Information Technology (IT) · ui · UI Design
Odoo Developer,Trio M Smart Solutions,"Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Information Technology (IT) · JavaScript · Python · XML · PostgreSQL
Pricing Analyst 3,GovCIO,"Kuwait City, Kuwait",Full Time,2024-08-16,Experienced,Accounting/Finance · IT/Software Development · Analyst/Research · Accounting Computer Science · Finance · Analysis · Economics · Information Technology (IT) · Linux
CRM Implementer,Bevatel,"Dokki, Giza, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Vtiger · CRM implementation · Customization · Software Implementation Computer Science · CRM · Analytical skills · Multitasking
IT Infrastructure Manager,Confidential,"Riyadh, Saudi Arabia",Full Time,2024-09-14,Manager,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · AWS · Cisco · Communication Computer Science · Engineering · Information Technology (IT) · Infrastructure
Senior Application Support Engineer,GPS,"Heliopolis, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Oracle · SAP · ERP · SQL · Implementation Computer Science
Full Stack Developer (.Net Core - MVC),Dynamicslink,"Nasr City, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net Computer Science · CSS · Information Technology (IT) · JavaScript · jQuery · Software Development
Medical Representative - Cairo,El Nahar for Medical Solutions,"Cairo, Egypt",Full Time,2024-09-14,Entry Level,Medical/Healthcare · Sales/Retail · Sales · Retail · Sales Skills · Sales Target · Medical · Pharmacy Science · Communication Skills
Associate – McKinsey Digital,McKinsey & Company,"Riyadh, Saudi Arabia",Full Time,2024-08-16,Experienced,Accounting/Finance · IT/Software Development · Marketing/PR/Advertising Computer Science · Information Technology (IT) · Digital Marketing · Marketing · Accounting · Sales · Sales Skills
